SpikeID,Stimulus_number,Latency (ms),Timestamp(ms)
0,389,324.0000000000691,2321514.433333333
0,392,323.76666666687015,2324519.566666667
0,393,324.8333333331175,2325522.4
0,396,324.33333333347036,2328527.2666666666
0,397,325.13333333326955,2329529.866666666
0,398,326.1333333334733,2330532.633333334
0,400,325.9333333335235,2332536.0333333337
0,404,324.76666666661913,2336542.0
0,405,325.56666666687306,2337544.566666667
0,406,326.5000000001237,2338547.3000000003
0,410,324.9666666665689,2342552.9
0,411,326.0000000000218,2343555.7333333334
0,414,325.56666666687306,2346560.666666667
0,415,326.4333333331706,2347563.3
0,416,327.69999999982247,2348566.366666666
0,419,326.6666666668243,2351570.7
0,420,327.49999999987267,2352573.2999999993
0,423,326.799999999821,2355577.966666667
0,425,326.799999999821,2357581.533333333
0,426,327.900000000227,2358584.4333333336
0,427,328.5999999998239,2359586.9
0,430,327.6666666665733,2362591.3333333335
0,431,328.5000000000764,2363593.966666667
0,434,327.80000000002474,2366598.6
0,435,319.3999999998596,2448785.933333333
0,436,319.8000000002139,2452788.233333334
0,437,320.2000000001135,2456790.5333333337
0,438,320.4000000000633,2460792.6
0,439,320.63333333326227,2464794.7333333334
0,440,320.7666666667137,2468796.7666666666
0,441,320.7999999999629,2472798.6999999997
0,442,320.9666666666635,2476800.7666666666
0,443,320.9666666666635,2480802.666666667
0,444,321.1999999998625,2484804.7666666666
0,445,321.13333333336413,2488806.6000000006
0,446,321.1666666666133,2492808.533333333
0,447,321.23333333311166,2496810.4999999995
0,448,321.2666666668156,2500812.4333333336
0,449,321.5333333332637,2504814.6
0,450,321.4333333335162,2508816.3666666667
0,452,320.90000000016516,2516819.6333333333
0,453,321.1999999998625,2520821.833333333
0,456,320.53333333351475,2532826.8333333335
0,457,321.10000000011496,2536829.3000000003
0,460,320.70000000021537,2548834.6
0,461,321.33333333331393,2552837.1333333333
0,464,321.0666666668658,2564842.5333333337
0,466,321.3999999998123,2572846.6666666665
0,467,321.6666666667152,2576848.8333333335
0,470,321.2666666668156,2588854.1
0,471,321.96666666686724,2592856.7
0,473,321.8333333334158,2600860.3666666667
0,474,321.5333333332637,2630352.033333333
0,475,321.6666666667152,2630853.933333333
0,476,322.53333333346745,2631356.566666667
0,477,323.53333333321643,2631859.3333333335
0,478,324.53333333342016,2632362.1
0,482,325.20000000022264,2634369.8333333335
0,484,325.96666666677265,2635374.1333333333
0,486,326.6333333331204,2636378.333333333
0,489,327.0666666667239,2637884.0666666664
0,491,327.8333333332739,2638888.3666666667
0,492,328.63333333352784,2639390.9333333336
0,493,329.40000000007785,2639893.466666667
0,497,329.6333333332768,2641900.8
0,498,330.3000000000793,2642403.2333333334
0,500,331.0666666666293,2643407.5333333337
0,504,330.83333333343035,2645414.3666666667
0,506,331.63333333322953,2646418.6999999997
0,508,331.9666666666308,2647422.5666666664
0,510,332.63333333343326,2648426.766666667
0,511,333.9666666665835,2648929.866666666
0,514,333.70000000013533,2650434.9000000004
0,515,335.3333333334376,2650938.3000000003
0,518,334.93333333353803,2652443.2
0,521,335.166666666737,2653948.766666667
0,522,336.63333333333867,2654452.0
0,525,336.3666666668905,2655957.0333333337
0,526,337.7666666665391,2656460.2
0,528,338.1333333331895,2657464.0999999996
0,530,338.66666666654055,2658468.1666666665
0,533,338.9999999999418,2659973.8
0,535,339.566666666542,2660977.9
0,536,340.6333333332441,2661480.7333333334
0,539,340.16666666684614,2662985.566666667
0,540,341.5666666664947,2663488.733333333
0,541,342.36666666674864,2663991.3000000003
0,542,343.6333333334005,2664494.3666666667
0,547,341.6333333334478,2667001.2
0,548,343.1666666665478,2667504.5
0,549,344.2333333332499,2668007.3333333335
0,550,345.4666666666526,2668510.333333333
0,554,343.96666666680176,2670515.9000000004
0,555,345.23333333345363,2671018.933333333
0,556,346.7333333333045,2671522.1999999997
0,561,344.7000000001026,2674029.0
0,562,346.1000000002059,2674532.166666667
0,563,347.16666666645324,2675035.0
0,564,348.39999999985594,2675538.0
0,565,349.4999999998072,2676040.9
0,570,347.03333333345654,2678547.266666667
0,571,348.56666666655656,2679050.566666667
0,572,349.60000000000946,2679553.3666666667
0,573,350.46666666676174,2680056.0
0,578,348.46666666680903,2682562.8333333335
0,579,350.26666666681194,2683066.4000000004
0,580,350.9333333331597,2683568.8333333335
0,584,349.70000000021173,2685574.666666667
0,585,351.1666666668134,2686077.9000000004
0,590,348.8999999999578,2688584.5
0,591,350.26666666681194,2689087.633333334
0,592,351.566666666713,2689590.7
0,593,352.63333333341507,2690093.533333333
0,598,350.3333333333103,2692600.066666667
0,599,351.90000000011423,2693103.4
0,600,352.8999999998632,2693606.1666666665
0,604,351.40000000001237,2695611.7333333334
0,605,352.7666666668665,2696114.8666666667
0,606,353.83333333311384,2696617.6999999997
0,607,357.3999999998705,2697123.033333333
0,612,351.0000000001128,2699625.5
0,613,352.66666666666424,2700128.9333333336
0,614,353.79999999986467,2700631.8333333335
0,615,354.66666666661695,2701134.4666666663
0,616,353.03333333331466,2701634.6
0,620,352.3666666665122,2703641.0
0,621,354.0333333335184,2704144.4333333336
0,622,354.86666666656674,2704647.033333333
0,627,353.099999999813,2707154.0999999996
0,628,354.7333333331153,2707657.5
0,629,355.50000000012005,2708160.0333333337
0,630,356.4000000001215,2708662.7
0,635,354.06666666676756,2711169.2333333334
0,636,355.733333333319,2711672.666666667
0,637,356.49999999986903,2712175.1999999997
0,638,357.3666666666213,2712677.833333333
0,643,355.23333333321716,2715184.533333333
0,644,356.6333333333205,2715687.6999999997
0,645,357.833333333474,2716190.666666667
0,646,358.4000000000742,2716693.0
0,653,354.966666666769,2720201.933333333
0,654,356.56666666682213,2720705.3000000003
0,655,357.5666666665711,2721208.0666666664
0,656,358.53333333352566,2721710.8000000003
0,657,359.4333333335271,2722213.5000000005
0,661,357.8666666667232,2724219.0
0,662,359.1999999998734,2724722.1
0,663,360.0666666666257,2725224.7333333334
0,664,361.0333333331255,2725727.4666666663
0,667,359.89999999992506,2727231.6333333333
0,671,358.73333333347546,2729237.533333333
0,672,360.36666666677775,2729740.9333333336
0,673,361.1999999998261,2730243.533333333
0,674,361.8666666666286,2730745.966666667
0,675,346.4666666668563,2731232.3333333335
0,676,373.7333333333481,2731761.3666666667
0,677,361.23333333353,2732250.633333334
0,680,360.53333333347837,2733755.2333333334
0,681,362.09999999982756,2734258.5999999996
0,682,363.0666666667821,2734761.3333333335
0,686,361.1999999998261,2736766.5333333327
0,687,363.2666666667319,2737270.3666666667
0,690,361.53333333322735,2738773.9333333336
0,691,363.16666666652964,2739277.333333333
0,692,364.1333333334842,2739780.066666667
0,693,365.2999999999338,2740283.0
0,701,361.0333333331255,2744292.8666666667
0,702,362.5333333334311,2744796.1333333333
0,703,363.13333333328046,2745298.5
0,704,363.8666666665813,2745801.033333333
0,705,364.866666666785,2746303.8000000003
0,706,365.6999999998334,2746806.4
0,707,366.36666666663587,2747308.8333333335
0,708,367.40000000008877,2747811.6333333333
0,709,367.99999999993815,2748314.0
0,710,368.733333333239,2748816.5
0,711,369.7333333334427,2749319.266666667
0,730,328.76666666652454,2865132.0666666664
0,731,329.1666666668789,2869133.133333334
0,737,328.7000000000262,2893136.533333333
0,738,329.2999999998756,2897137.7666666666
0,739,329.6333333332768,2901138.7333333334
0,742,329.33333333312476,2913140.3666666667
0,743,329.6999999997752,2917141.4
0,744,330.06666666688034,2921142.4000000004
0,747,329.4666666665762,2933143.7333333334
0,748,329.8333333332266,2937144.733333333
0,749,329.8666666664758,2941145.433333333
0,753,329.40000000007785,2957147.533333333
0,754,329.7333333334791,2961148.5000000005
0,756,329.8333333332266,2969149.9
0,759,329.5333333335293,2981151.5333333337
0,760,330.06666666688034,2985152.7
0,762,329.8333333332266,2993153.766666666
0,763,330.56666666652745,2997155.1333333333
0,766,329.76666666672827,3009156.266666667
0,767,330.0333333331764,3013157.1666666665
0,768,330.5000000000291,3017158.3000000003
0,770,329.99999999992724,3025159.0666666664
0,771,330.43333333353075,3029160.166666667
0,772,330.63333333348055,3033161.0
0,773,330.83333333343035,3037161.8333333335
0,776,329.79999999997744,3049222.8
0,777,329.6999999997752,3053260.8333333335
0,778,329.8666666664758,3057261.6666666665
0,779,330.16666666662786,3061262.6
0,780,330.36666666657766,3065263.433333333
0,781,330.5999999997766,3069264.333333333
0,782,330.46666666677993,3073264.8333333335
0,783,331.766666666681,3077266.7666666666
0,784,331.20000000008076,3081266.8666666667
0,785,339.06666666644014,3085275.366666666
0,786,337.4666666668418,3089274.4000000004
0,787,336.2333333334391,3093273.8333333335
0,788,335.3666666666868,3097273.6
0,789,334.5666666668876,3101273.4333333336
0,790,334.5333333331837,3105274.0666666664
0,791,334.1000000000349,3109274.2666666666
0,792,333.50000000018554,3113274.3
0,793,333.1333333335351,3117274.6
0,794,333.066666666582,3121275.166666667
0,795,332.8000000001339,3125275.533333333
0,796,332.9666666668345,3129276.366666667
0,797,332.39999999977954,3133276.433333333
0,798,332.7333333331808,3137277.4
0,799,331.99999999987995,3141277.3333333335
0,800,332.300000000032,3145278.2666666666
0,801,332.6000000001841,3149279.2
0,802,332.19999999982974,3153279.4666666663
0,803,332.4999999999818,3157280.4
0,804,332.4999999999818,3161281.033333333
0,805,332.66666666668243,3165281.8666666667
0,806,332.43333333348346,3169282.2666666666
0,807,332.46666666673264,3173282.9333333336
0,808,332.39999999977954,3177283.533333333
0,809,332.36666666653036,3181284.1333333333
0,810,332.4999999999818,3185284.9
0,811,332.7666666668847,3189285.8333333335
0,812,332.66666666668243,3193286.3666666667
0,813,343.76666666685196,3197298.1
0,814,341.73333333319533,3201296.733333333
0,815,340.2000000000953,3205295.8333333335
0,816,338.9666666666926,3209295.2333333334
0,817,338.1333333331895,3213295.033333333
0,818,337.50000000009095,3217295.0666666664
0,819,336.8999999997868,3221295.0999999996
0,820,336.6000000000895,3225295.433333333
0,821,336.0333333334893,3229295.533333333
0,822,335.5666666666366,3233295.7
0,823,335.0999999997839,3237295.866666666
0,824,334.6999999998843,3241296.1333333333
0,825,335.06666666653473,3245297.133333333
0,826,334.5333333331837,3249297.2333333334
0,827,334.8000000000866,3253298.166666667
0,828,334.1000000000349,3257298.1
0,829,334.36666666648307,3261299.0
0,830,334.0333333335366,3265299.3333333335
0,831,333.99999999983265,3269299.933333333
0,832,334.36666666648307,3273300.933333333
0,833,334.1666666665333,3277301.4
0,834,334.2999999999847,3281302.166666667
0,835,334.0333333335366,3285302.5333333337
0,836,334.1666666665333,3289303.3333333335
0,837,333.9666666665835,3293303.7666666666
0,838,334.19999999978245,3297304.6333333333
0,839,333.83333333313203,3301304.933333333
0,840,333.79999999988286,3305305.533333333
0,841,333.9666666665835,3309306.3333333335
0,842,334.1666666665333,3313307.1999999997
0,843,333.43333333323244,3317307.1
0,844,333.63333333318224,3321307.933333333
0,845,333.9333333333343,3325308.9
0,846,333.59999999993306,3329309.2
0,847,333.66666666688616,3333309.9000000004
0,848,333.5666666666839,3337310.466666667
0,849,333.50000000018554,3341311.033333333
0,850,333.3666666667341,3345311.5333333337
0,851,333.3333333334849,3349312.166666667
0,852,333.50000000018554,3353312.966666667
0,853,333.3666666667341,3357313.466666667
0,854,333.43333333323244,3361314.1999999997
0,855,333.4666666664816,3365314.8666666667
0,856,333.3666666667341,3369315.4
0,857,333.43333333323244,3373316.1333333333
0,858,333.2666666665318,3377316.5999999996
0,859,333.5333333334347,3381317.5
0,860,333.43333333323244,3385318.066666667
0,861,333.3333333334849,3389318.6
0,862,333.39999999998327,3393319.3000000003
0,863,333.4666666664816,3397320.0333333327
0,864,333.39999999998327,3401320.6
0,865,333.5333333334347,3405321.3666666667
0,866,333.59999999993306,3409322.1
0,867,333.83333333313203,3413322.966666667
0,868,333.66666666688616,3417323.4333333336
0,869,333.5666666666839,3421324.0
0,870,333.39999999998327,3425324.4666666663
0,871,333.59999999993306,3429325.3
0,872,333.5333333334347,3433325.9000000004
0,873,333.5333333334347,3437326.533333333
0,874,332.9333333331306,3441326.5666666664
0,875,333.3333333334849,3445327.6333333333
0,876,333.299999999781,3449328.2333333334
0,877,333.39999999998327,3453328.9666666663
0,878,333.2666666665318,3457329.466666667
0,879,333.43333333323244,3461330.3000000003
0,880,333.50000000018554,3465331.0
0,881,333.43333333323244,3469331.566666667
0,882,333.3333333334849,3473332.1333333333
0,883,333.3333333334849,3477332.766666667
0,884,333.20000000003347,3481333.2666666666
0,885,333.3333333334849,3485334.066666667
0,886,333.0999999998312,3489334.466666667
0,887,333.299999999781,3493335.3
0,888,333.3333333334849,3497336.0000000005
0,889,333.2666666665318,3501336.5666666664
0,890,333.299999999781,3505337.2333333334
0,891,332.9333333331306,3509337.533333333
0,892,332.7666666668847,3513338.0
0,893,332.66666666668243,3517338.5333333337
0,894,332.8000000001339,3521339.3333333335
0,895,332.6999999999316,3525339.8666666667
0,896,332.36666666653036,3529340.1666666665
0,897,332.36666666653036,3533340.833333333
0,898,332.43333333348346,3537341.5333333337
0,899,332.36666666653036,3541342.0999999996
0,900,332.06666666683304,3545342.466666667
0,901,332.1000000000822,3549343.1333333333
0,902,332.06666666683304,3553343.7333333334
0,903,332.0333333331291,3557344.366666666
0,904,332.06666666683304,3561345.0333333337
0,905,331.99999999987995,3565345.6
0,906,331.86666666688325,3569346.1333333333
0,907,331.8333333331793,3573346.7333333334
0,908,331.9000000001324,3577347.4333333336
0,910,331.86666666688325,3585348.7
0,911,331.7000000001826,3589349.166666667
0,912,331.6666666664787,3593349.8
0,913,331.5666666667312,3597350.3333333335
0,914,331.3333333335322,3601350.733333334
0,916,336.9666666667399,3609357.666666667
0,917,335.03333333328555,3613356.366666666
0,918,333.99999999983265,3617356.0
0,919,332.9666666668345,3621355.6
0,920,332.39999999977954,3625355.6666666665
0,921,331.9666666666308,3629355.9
0,922,331.766666666681,3633356.333333333
0,923,331.40000000003056,3637356.6
0,924,330.9666666668818,3641356.833333334
0,925,330.7333333332281,3645357.2333333334
0,926,330.46666666677993,3649357.6
0,927,330.3000000000793,3653358.1
0,928,329.9000000001797,3657358.3333333335
0,929,329.9000000001797,3661358.966666667
0,930,329.96666666667807,3665359.7
0,931,329.6999999997752,3669360.0666666664
0,932,329.666666666526,3673360.6666666665
0,933,329.5333333335293,3677361.2
0,934,329.2666666666264,3681361.5666666664
0,935,329.2666666666264,3685362.2
0,936,329.2666666666264,3689362.8666666667
0,937,329.03333333342744,3693363.2666666666
0,938,329.03333333342744,3697363.9000000004
0,939,329.0999999999258,3701364.6333333333
0,940,328.899999999976,3705365.066666667
0,941,329.00000000017826,3709365.8
0,942,328.83333333347764,3713366.266666667
0,943,328.7999999997737,3717366.9
0,944,328.666666666777,3721367.4
0,945,328.76666666652454,3725368.1333333333
0,946,328.7000000000262,3729368.7333333334
0,948,328.4333333331233,3737369.733333333
0,949,328.7999999997737,3741370.7666666666
0,950,328.899999999976,3745371.5
0,951,329.20000000012806,3749372.4333333336
0,952,329.20000000012806,3753373.1
0,953,329.20000000012806,3757373.7333333334
0,954,329.0999999999258,3761374.2666666666
0,955,329.00000000017826,3765374.8333333335
0,956,329.0666666666766,3769375.533333333
0,957,328.5999999998239,3773375.7
0,958,328.56666666657475,3777376.333333333
0,959,328.63333333352784,3781377.0333333337
0,960,328.666666666777,3785377.7
0,961,328.5333333333256,3789378.2333333334
0,962,328.5333333333256,3793378.866666666
0,963,324.8666666668214,3931251.7333333334
0,964,325.0666666667712,3939252.7
0,965,324.93333333331975,3947253.3666666667
0,966,324.93333333331975,3955254.1666666665
0,967,324.93333333331975,3963254.933333333
0,968,324.7999999998683,3971255.6
0,969,324.7999999998683,3979256.4
0,970,324.500000000171,3987256.866666667
0,971,324.6666666668716,3995257.8333333335
0,972,324.7999999998683,4003258.766666666
0,973,324.6666666668716,4011259.4000000004
0,974,324.7000000001208,4019260.2333333334
0,975,324.76666666661913,4027261.1
0,976,324.56666666666933,4035261.666666667
0,977,324.53333333342016,4043262.433333333
0,978,324.7999999998683,4051263.5
0,979,324.73333333336996,4059264.2
0,980,324.6333333331677,4067264.8999999994
0,981,324.7000000001208,4075265.766666667
0,982,324.73333333336996,4083266.566666667
0,983,324.6666666668716,4091257.266666667
0,984,324.9666666665689,4095258.1999999997
0,985,325.1333333337243,4099259.0
0,986,325.266666666721,4103259.8
0,988,325.36666666692327,4111261.166666667
0,989,325.49999999991996,4115261.966666666
0,990,325.46666666621604,4119262.5666666664
0,991,325.73333333311894,4123263.4666666663
0,992,325.63333333291666,4127264.0333333327
0,993,325.73333333311894,4131264.766666667
0,994,325.89999999981956,4135265.566666667
0,995,325.73333333311894,4139266.066666667
0,996,325.89999999981956,4143266.8666666667
0,997,326.1000000002241,4147267.7
0,998,325.9666666663179,4151268.2333333334
0,999,326.0000000000218,4155268.9
0,1000,325.9333333335235,4159269.466666667
0,1001,325.9333333335235,4163270.1333333333
0,1002,326.2666666669247,4167271.1
0,1003,326.2666666669247,4171284.7
0,1004,326.6333333331204,4173285.633333333
0,1005,327.1000000004278,4175286.666666667
0,1007,328.0000000004293,4179288.7
0,1008,328.2666666664227,4181289.5666666664
0,1009,328.80000000022847,4183290.666666667
0,1010,329.0999999999258,4185291.533333333
0,1011,329.33333333312476,4187292.333333333
0,1012,329.60000000002765,4189293.1666666674
0,1013,329.8000000004322,4191293.9333333336
0,1014,330.2000000003318,4193294.9333333336
0,1015,330.39999999982683,4195295.699999999
0,1016,330.39999999982683,4197296.266666668
0,1017,330.766666666932,4199297.2
0,1018,331.199999999626,4201298.2
0,1019,331.199999999626,4203298.766666666
0,1020,331.5666666667312,4205299.733333333
0,1021,331.66666666693345,4207300.4
0,1022,331.9000000001324,4209301.200000001
0,1023,332.1666666670353,4211302.033333333
0,1024,332.2666666663281,4213302.7
0,1025,332.5666666669349,4215303.566666666
0,1026,332.6999999999316,4217304.3
0,1027,332.8666666666322,4219305.033333333
0,1028,332.8333333329283,4221305.566666667
0,1029,333.06666666703677,4223306.366666666
0,1030,333.20000000003347,4225307.066666667
0,1031,333.33333333303017,4227307.766666666
0,1032,333.400000000438,4229308.433333334
0,1033,333.30000000023574,4231309.233333333
0,1034,332.2666666663281,4235308.866666666
0,1035,331.36666666632664,4239308.6
0,1036,330.6666666667297,4243308.533333333
0,1037,330.0666666664256,4247308.6
0,1038,329.666666666526,4251308.833333333
0,1040,329.06666666622186,4259309.533333333
0,1041,328.5999999998239,4263309.7
0,1042,328.36666666662495,4267310.100000001
0,1043,328.1666666662204,4271310.566666666
0,1044,328.0000000004293,4275311.033333334
0,1045,327.7333333335264,4279311.4
0,1046,328.0333333332237,4283312.366666667
0,1047,327.93333333302144,4287312.899999999
0,1048,327.80000000002474,4291313.4
0,1049,327.83333333372866,4295314.100000001
0,1050,327.56666666682577,4299314.466666667
0,1051,327.53333333312185,4303315.066666666
0,1052,327.56666666682577,4307315.766666667
0,1053,327.7333333335264,4311316.566666666
0,1054,327.66666666702804,4315317.133333334
0,1055,327.66666666702804,4319317.8
0,1056,327.69999999982247,4323318.466666667
0,1057,327.5000000003274,4327318.9
0,1059,327.66666666702804,4335320.366666667
0,1060,327.56666666682577,4339320.9
0,1061,327.53333333312185,4343321.533333334
0,1063,326.29999999971915,4471306.866666667
0,1064,326.9000000000233,4471807.966666667
0,1065,327.5999999996202,4472309.199999999
0,1066,328.7000000000262,4472810.8
0,1067,329.9333333334289,4473312.566666666
0,1068,331.10000000033324,4473814.233333333
0,1069,332.19999999982974,4474315.866666667
0,1070,333.0999999998312,4474817.3
0,1071,334.1666666665333,4475318.866666666
0,1072,335.2666666669393,4475820.5
0,1073,336.50000000034197,4476322.233333333
0,1074,337.4666666668418,4476823.733333333
0,1075,338.6333333337461,4477325.4
0,1076,339.6666666667443,4477826.966666668
0,1077,340.7666666662408,4478328.566666666
0,1078,342.0666666670513,4478830.399999999
0,1079,343.1000000000495,4479331.933333333
0,1080,344.13333333304763,4479833.5
0,1081,345.09999999954744,4480335.0
0,1082,346.4333333331524,4480836.833333334
0,1083,347.30000000035943,4481338.233333333
0,1084,348.53333333376213,4481839.966666667
0,1085,345.299999999952,4482337.266666667
0,1086,350.36666666655947,4482842.833333333
0,1087,351.43333333326154,4483344.433333334
0,1088,352.0333333335657,4483845.533333334
0,1089,353.06666666656383,4484347.1
0,1090,353.8333333335686,4484848.366666667
0,1091,354.6333333333678,4485349.7
0,1092,355.6666666663659,4485851.233333332
0,1093,356.26666666667006,4486352.366666667
0,1094,357.20000000037544,4486853.833333334
0,1095,357.833333333474,4487354.966666667
0,1096,358.43333333377814,4487856.1
0,1097,359.30000000007567,4488357.466666667
0,1098,359.9999999996726,4488858.7
0,1099,360.5999999999767,4489359.8
0,1100,361.20000000028085,4489860.9333333345
0,1101,362.03333333378396,4490362.266666667
0,1102,362.7666666670848,4490863.533333333
0,1103,363.36666666647943,4491364.633333333
0,1104,363.8666666665813,4491865.666666667
0,1105,364.59999999988213,4492366.933333334
0,1106,364.9999999997817,4492867.833333334
0,1107,365.7000000002881,4493369.066666667
0,1108,366.43333333358896,4493870.3
0,1109,366.83333333348855,4494371.233333333
0,1110,367.2999999998865,4494872.2
0,1111,367.90000000019063,4495373.333333334
0,1112,368.4000000002925,4495874.333333334
0,1113,369.03333333339106,4496375.5
0,1114,369.43333333329065,4496876.4
0,1115,370.0666666663892,4497377.566666666
0,1116,370.53333333369665,4497878.566666667
0,1117,371.06666666659294,4498379.600000001
0,1118,371.4333333336981,4498880.5
0,1119,372.133333333295,4499381.7
0,1120,372.5000000004002,4499882.6
0,1121,372.99999999959255,4500383.6
0,1122,373.3333333329938,4500884.466666667
0,1123,374.0666666662946,4501385.7
0,1124,374.76666666680103,4501886.9333333345
0,1125,375.20000000040454,4502387.866666667
0,1127,376.100000000406,4503389.8
0,1128,376.766666666299,4503891.0
0,1129,377.1666666671081,4504391.9333333345
0,1130,376.46666666660167,4504891.733333333
0,1131,378.20000000010623,4505394.0
